"data_Persona","data_productividad_per","data_Tcamp","data_sumCOD","data_sumHRSLB","data_GRADO2","data_sum_variedad_total_AL","data_sum_variedad_total_CC","data_sum_variedad_total_CP","data_sum_variedad_total_JS","data_sum_variedad_total_MG","data_sum_variedad_total_RG","data_sum_variedad_total_SG","data_sum_variedad_total_TC","data_sum_variedad_total_TM","data_sum_variedad_total_VN","data_sum_aux_bono_total","data_sum_hora_extra","data_n_lote","data_n_fundo","data_T_RangoEdad","data_Testado_civil","data_Tsexo","data_T_numero_hijos","data_dias_empresa","data_Tedad","data_numero_hijos","data_pobreza","data_n_variedad","data_veces","data_DEUDA_PROM_U6M","data_PEOR_CALIF_U6M","data_MODA_CALIF_U6M","data_NRO_ENT_PROM_U6M","data_TIPCRE_UM","data_DIAS_ATRASO_PROM_U6M","data_BANCARIZADO","data_distancia","data_import_unico","data_total","data_bono_produc","data_otros_bono","dummies_Tsexo_Mujer","sede_cod","data_numero_asistentes","data_asistente_mediana_Tedad","data_asistente_mediana_numero_hijos","data_asistente_dias_empresa","cluster"
87847,13.1454545454545,20,723,55,"SECUNDARIA IMCOMPLETA",0,0,0,0,67.85,0,180.89,0,0,0,0,0,2,2,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,25,0,36.5,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,132.404294206484,248.74,248.74,0,0,0,"Piura",4,20.5,0,218,4
87848,8.54545454545454,20,94,11,NA,0,0,0,0,0,0,49.77,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,19,0,31.4120376902147,1,1,578.73,"4.EN PERDIDA","3.DUDOSO",1,"MICROEMPRESAS",68.67,1,NA,49.77,49.77,0,0,1,"Piura",1,20,0,74,4
87849,3.33333333333333,20,10,3,"SECUNDARIA COMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",24,31,0,31.4120376902147,1,1,1351.54,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",0,1,23.654119712047,13.49,13.49,0,0,1,"Piura",1,31,1,366,4
87850,3.72727272727273,20,41,11,NA,0,0,0,0,0,0,49.77,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,23,0,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,49.77,49.77,0,0,0,"Piura",1,20,0,74,4
87851,13.2571428571429,20,464,35,"SECUNDARIA COMPLETA",0,0,0,0,0,0,158.31,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",24,37,1,31.4120376902147,1,1,2514.13,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,28.0745993264956,158.31,158.31,0,0,1,"Piura",2,25.5,0.5,220,4
87852,3.33333333333333,20,10,3,NA,0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,19,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,13.49,13.49,0,0,1,"Piura",1,31,1,366,4
87853,3.63636363636364,20,40,11,"SECUNDARIA COMPLETA",0,0,0,0,0,0,49.77,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",24,36,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,28.0745993264956,49.77,49.77,0,0,1,"Piura",1,31,1,366,4
87854,3.63636363636364,20,40,11,"SECUNDARIA COMPLETA",0,0,0,0,0,0,49.77,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,28,0,31.4120376902147,1,1,771.28,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",0,1,28.0745993264956,49.77,49.77,0,0,1,"Piura",1,31,1,366,4
87855,6.09090909090909,20,67,11,NA,0,0,0,0,0,0,49.77,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,22,0,31.4120376902147,1,1,1162.75,"2.DEFICIENTE","0.NORMAL",1,"MICROEMPRESAS",11.5,1,NA,49.77,49.77,0,0,0,"Piura",2,31,1.5,219.5,4
87856,4.92307692307692,20,16,3.25,"SECUNDARIA COMPLETA",0,0,0,0,0,0,14.77,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,25,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,23.5000584308055,14.77,14.77,0,0,1,"Piura",1,26,0,74,4
87857,5,20,15,3,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,29,0,24.6,1,1,288.67,"4.EN PERDIDA","4.EN PERDIDA",1,NA,125,1,12.5339718452009,13.49,13.49,0,0,1,"Piura",1,18,0,90,4
87858,11.8245614035088,20,674,57,"PRIMARIA INCOMPLETA",0,0,0,0,62.19,0,195.67,0,0,0,0,0,2,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",24,36,0,22.8,2,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,22.2454390945848,257.86,257.86,0,0,1,"Piura",4,33,0.5,239.5,4
87859,5.66666666666667,20,17,3,"SECUNDARIA COMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,24,0,24.6,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,12.5339718452009,13.49,13.49,0,0,0,"Piura",1,18,0,90,4
87860,9.67164179104478,20,486,50.25,"SECUNDARIA COMPLETA",0,0,0,0,31.67,0,195.67,0,0,0,0,0,2,2,"MENOR A 30","Soltero(a)","Mujer","con hijos",9,23,1,24.6,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,12.5339718452009,227.34,227.34,0,0,1,"Piura",4,33,0.5,239.5,4
87861,2.33333333333333,20,7,3,"SECUNDARIA COMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,24,0,24.6,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,12.5339718452009,13.49,13.49,0,0,0,"Piura",1,18,0,90,4
87862,4.61538461538461,20,15,3.25,"SECUNDARIA COMPLETA",0,0,0,0,0,0,14.77,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",24,32,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,48.0004956624455,14.77,14.77,0,0,1,"Piura",1,26,0,74,4
87863,9.25925925925926,20,250,27,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,122.03,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,24,0,22.8,1,1,1005.16,"4.EN PERDIDA","4.EN PERDIDA",1,NA,103.33,1,22.2454390945848,122.03,122.03,0,0,1,"Piura",3,22,0,346,4
87864,12.1379310344828,20,176,14.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,65.51,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",24,32,0,24.6,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,12.5339718452009,65.51,65.51,0,0,1,"Piura",2,21,0.5,405,4
87865,10.4525547445255,20,358,34.25,"SECUNDARIA COMPLETA",0,0,0,0,0,0,154.71,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",9,50,0,37.8,1,1,2944.83,"1.CPP","0.NORMAL",1,"CONSUMO NO REVOLVENTE",7.67,1,13.014041099143,154.71,154.71,0,0,1,"Piura",2,23,0.5,533,4
87866,10.0175438596491,20,571,57,"SECUNDARIA COMPLETA",0,0,0,0,62.19,0,195.67,0,0,0,0,0,2,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",24,41,2,31.4120376902147,2,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,NA,257.86,257.86,0,0,1,"Piura",4,33,0.5,239.5,4
87867,9,20,99,11,NA,0,0,0,0,0,0,49.77,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,18,0,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,49.77,49.77,0,0,0,"Piura",1,22,0,346,4
87868,16.1111111111111,20,435,27,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,416.93,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",24,33,2,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,416.93,416.93,0,0,0,"Piura",2,23,1,49,4
87869,5.33333333333333,20,16,3,NA,0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,19,0,22.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,13.49,13.49,0,0,1,"Piura",1,22,0,346,4
87870,6.66666666666667,20,20,3,NA,0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,19,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,13.49,13.49,0,0,0,"Piura",1,20,0,74,4
87871,12.6363636363636,20,139,11,"SECUNDARIA COMPLETA",0,0,0,0,0,0,49.72,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",24,30,1,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,12.5339718452009,49.72,49.72,0,0,0,"Piura",1,31,1,366,4
87872,7.78807947019868,20,294,37.75,"SECUNDARIA COMPLETA",0,0,0,0,16.91,0,153.61,0,0,0,0,0,2,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",9,46,0,37.8,2,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,13.014041099143,170.52,170.52,0,0,1,"Piura",3,22,0,80,4
87873,5.66666666666667,20,17,3,NA,0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,20,0,22.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,13.49,13.49,0,0,0,"Piura",1,22,0,346,4
87874,2.66666666666667,20,8,3,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,28,0,31.4120376902147,1,1,3414.94,"0.NORMAL","0.NORMAL",2.17,"CONSUMO NO REVOLVENTE",0,1,NA,13.49,13.49,0,0,1,"Piura",1,20,0,74,4
87875,5,20,15,3,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,26,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,13.49,13.49,0,0,0,"Piura",1,20,0,74,4
87876,5.33333333333333,20,16,3,NA,0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,22,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,13.49,13.49,0,0,1,"Piura",1,18,0,90,4
87877,46.9495896834701,20,10012,213.25,NA,0,0,0,0,0,0,749.28,0,229.24,0,1.94,0,8,2,"MENOR A 30","Soltero(a)","Hombre","sin hijos",315,22,0,24.6,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,976.58,978.52,1.94,0,0,"Piura",5,26,0,NA,2
87879,7.71929824561404,20,110,14.25,NA,0,0,0,0,0,0,64.54,0,4.52,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",4,19,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,69.06,69.06,0,0,1,"Piura",2,20,0,218,4
87880,10.21926910299,20,769,75.25,"SECUNDARIA COMPLETA",0,0,0,0,0,0,340.38,0,0,0,0,0,2,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",24,30,1,24.6,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,NA,340.38,340.38,0,0,0,"Piura",3,28,1,74,4
87881,20.1220825852783,20,2802,139.25,"SECUNDARIA COMPLETA",0,0,0,0,78.34,0,560.34,0,0,0,0,0,6,2,"DE 31 A 50","Soltero(a)","Hombre","con hijos",44,38,2,31.4120376902147,2,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,NA,638.68,638.68,0,0,0,"Piura",6,26.5,0.5,210.5,2
87882,33.2760736196319,20,5424,163,NA,0,0,0,0,0,0,737.12,0,0,0,0,0,4,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",26,20,0,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,737.12,737.12,0,0,0,"Piura",5,27,0,80,2
87883,37.0246913580247,20,5998,162,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,744.76,0,0,0,0,0,4,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",315,40,1,37.8,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,13.014041099143,744.76,744.76,0,0,1,"Piura",4,24.5,0.5,213,2
87884,47.3173652694611,20,11853,250.5,"SECUNDARIA COMPLETA",0,0,0,0,402.84,0,709.99,0,0,0,0,0,10,2,"MENOR A 30","Soltero(a)","Mujer","con hijos",315,28,2,24.6,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,208.170132911224,1112.83,1112.83,0,0,1,"Piura",7,26,1,80,2
87885,31.1288343558282,20,5074,163,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,737.08,0,0,0,0,0,4,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",26,31,0,24.6,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,12.5339718452009,737.08,737.08,0,0,0,"Piura",3,31,1,364,2
87886,11.7368421052632,20,223,19,NA,0,0,0,0,0,0,85.95,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,20,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,85.95,85.95,0,0,0,"Piura",1,31,1,366,4
87887,24.891156462585,20,3659,147,NA,0,0,0,0,0,0,673.77,0,0,0,0,0,4,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",315,19,1,37.8,1,1,2136.8,"0.NORMAL","0.NORMAL",1.17,"CONSUMO NO REVOLVENTE",0,1,NA,673.77,673.77,0,0,1,"Piura",6,24,0,77,2
87888,3.33333333333333,20,10,3,"SECUNDARIA COMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,26,0,31.4120376902147,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,NA,13.49,13.49,0,0,0,"Piura",1,31,1,366,4
87889,37.4367816091954,20,3257,87,NA,0,0,0,0,0,0,393.35,0,0,0,0,0,3,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",24,21,2,22.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,393.35,393.35,0,0,0,"Piura",5,25,1,80,4
87890,8.92592592592593,20,241,27,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,122.02,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,23,0,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,122.02,122.02,0,0,1,"Piura",4,23.5,0.5,202.5,4
87891,2.66666666666667,20,8,3,NA,0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,20,0,24.6,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,13.49,13.49,0,0,0,"Piura",1,25,2,59,4
87892,13.5116279069767,20,581,43,"SUPERIOR - TECNICO",0,0,0,0,0,0,194.35,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",12,46,0,22.8,1,1,1296.44,"0.NORMAL","0.NORMAL",1.83,"CONSUMO NO REVOLVENTE",0,1,22.2454390945848,194.35,194.35,0,0,0,"Piura",4,26,1.5,77,4
87893,7.81818181818182,20,86,11,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,49.77,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,23,0,24.6,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,182.840864904978,49.77,49.77,0,0,0,"Piura",1,20,0,74,4
87894,10.6470588235294,20,181,17,NA,0,0,0,0,0,0,77.06,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,21,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,77.06,77.06,0,0,0,"Piura",3,25,1,59,4
87895,29.7055214723926,20,4842,163,"SECUNDARIA COMPLETA",0,0,0,0,0,0,749.24,0,0,0,0,0,4,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",315,25,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,749.24,749.24,0,0,0,"Piura",4,22,0.5,96.5,2
87896,7.47368421052632,20,142,19,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,85.87,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",24,27,1,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,13.014041099143,85.87,85.87,0,0,0,"Piura",1,22,0,346,4
87897,21.9518072289157,20,1822,83,NA,0,0,0,0,0,0,375.37,0,0,0,0,0,3,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",24,20,1,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,375.37,375.37,0,0,0,"Piura",2,25.5,0.5,220,4
87898,10.4615384615385,20,510,48.75,"PRIMARIA INCOMPLETA",0,0,0,0,62.12,0,158.17,0,0,0,0,0,2,2,"MAS DE 50","Casado(a)/conviviente/unionlibre","Mujer","sin hijos",24,52,0,22.8,2,1,1844.71,"3.DUDOSO","3.DUDOSO",2,"MICROEMPRESAS",21.67,1,22.2454390945848,220.29,220.29,0,0,1,"Piura",3,27,2,80,4
87899,4.41666666666667,20,53,12,"ILETRADO",0,0,0,0,0,0,54.26,0,0,0,0,0,1,1,"MAS DE 50","Casado(a)/conviviente/unionlibre","Hombre","sin hijos",23,55,0,37.8,1,1,2412.92,"4.EN PERDIDA","4.EN PERDIDA",1.75,NA,86.23,1,13.014041099143,54.26,54.26,0,0,0,"Piura",1,23,0,52,4
87900,2.25,20,9,4,"SUPERIOR - TECNICO",0,0,0,0,0,0,17.98,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",1,41,0,24.6,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,42.4680940853435,17.98,17.98,0,0,0,"Piura",1,26,2,346,4
87901,11.3461538461538,20,590,52,NA,0,0,0,0,0,0,235.36,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",23,18,0,24.6,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,235.36,235.36,0,0,0,"Piura",3,26,0,346,4
87902,15.6646706586826,20,654,41.75,NA,0,0,0,0,25.98,0,162.82,0,0,0,0,0,2,2,"MENOR A 30","Soltero(a)","Mujer","sin hijos",23,18,0,37.8,2,1,800.15,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,NA,188.8,188.8,0,0,1,"Piura",3,23,0,358,4
87903,11.6494845360825,20,565,48.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,219.39,0,0,0,0,0,2,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",23,39,0,24.6,1,1,1000,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,866.065353445532,219.39,219.39,0,0,1,"Piura",4,27,0.5,200.5,4
87904,28.5888888888889,20,5146,180,"SECUNDARIA COMPLETA",0,0,0,0,153.72,0,678.48,0,0,0,0,0,5,2,"MENOR A 30","Soltero(a)","Hombre","con hijos",314,23,1,22.8,2,1,5771.5,"4.EN PERDIDA","4.EN PERDIDA",2.83,"CONSUMO REVOLVENTE",123.41,1,22.2454390945848,832.2,832.2,0,0,0,"Piura",10,27,0,353,2
87905,14.5060240963855,20,602,41.5,NA,0,0,0,0,0,0,187.58,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",8,22,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,187.58,187.58,0,0,1,"Piura",2,39,1,1880,4
87906,18.6666666666667,20,224,12,NA,0,0,0,0,0,0,54.26,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",23,18,0,22.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,54.26,54.26,0,0,0,"Piura",1,26,2,346,4
87907,11.9759036144578,20,497,41.5,NA,0,0,0,0,0,0,187.58,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",8,21,0,31.4120376902147,1,1,3701.47,"1.CPP","0.NORMAL",3.5,"MICROEMPRESAS",0.62,1,NA,187.58,187.58,0,0,1,"Piura",2,39,1,1880,4
87911,11.3432835820896,20,380,33.5,NA,0,0,0,0,0,0,151.4,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",8,18,0,24.6,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,151.4,151.4,0,0,0,"Piura",2,39,1,1880,4
87913,4.75,20,19,4,NA,0,0,0,0,0,0,17.98,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",23,22,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,17.98,17.98,0,0,0,"Piura",1,23,0,52,4
87914,22.4134078212291,20,2006,89.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,404.6,0,0,0,0,0,3,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",23,46,0,31.4120376902147,1,1,12339.47,"4.EN PERDIDA","3.DUDOSO",3,"MICROEMPRESAS",21.59,1,NA,404.6,404.6,0,0,1,"Piura",3,27,0,367,4
87916,4,20,8,2,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,8.99,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",23,27,0,55.35,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,38.8288899442955,8.99,8.99,0,0,0,"Piura",1,26,2,65,4
87917,6,20,12,2,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,8.99,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",23,37,0,55.35,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,38.8288899442955,8.99,8.99,0,0,0,"Piura",1,26,2,65,4
87918,13.3731343283582,20,672,50.25,NA,0,0,0,0,0,0,227.16,0,0,0,0,0,4,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",314,18,0,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,227.16,227.16,0,0,0,"Piura",5,34,0,384,4
87920,7.63025210084034,20,227,29.75,"SECUNDARIA COMPLETA",0,0,0,0,25.94,0,108.59,0,0,0,0,0,2,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",23,39,2,31.4120376902147,2,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,12.5339718452009,134.53,134.53,0,0,1,"Piura",2,23.5,1,394,4
87921,3.75,20,15,4,"SECUNDARIA COMPLETA",0,0,0,0,0,0,17.98,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",23,39,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,17.98,17.98,0,0,1,"Piura",1,26,2,346,4
87922,17.5332197614991,20,2573,146.75,NA,0,0,0,0,0,0,672.36,0,0,0,0,0,4,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",314,18,0,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,672.36,672.36,0,0,1,"Piura",9,26,0,346,2
87923,19.65,20,2751,140,NA,0,0,0,0,0,0,633.21,0,0,0,0,0,4,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",23,21,0,37.8,1,1,564.42,"1.CPP","0.NORMAL",1,"MICROEMPRESAS",2.67,1,NA,633.21,633.21,0,0,1,"Piura",6,26.5,0.5,355.5,2
87924,8.75,20,315,36,"ILETRADO",0,0,0,0,0,0,162.79,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",23,35,1,37.8,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,13.014041099143,162.79,162.79,0,0,1,"Piura",2,32,1,380,4
87925,35.1689189189189,20,5205,148,"SECUNDARIA COMPLETA",0,0,0,0,0,0,681.39,0,0,0,0,0,4,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",314,25,1,22.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,13.014041099143,681.39,681.39,0,0,1,"Piura",2,18.5,0,96.5,2
87926,28.7439198855508,20,5023,174.75,"SECUNDARIA COMPLETA",0,0,0,0,0,0,671.67,0,0,122.85,0,0,5,2,"MENOR A 30","Soltero(a)","Hombre","sin hijos",29,24,0,37.8,2,1,646.77,"2.DEFICIENTE","0.NORMAL",1,"CONSUMO NO REVOLVENTE",13.33,1,13.014041099143,794.52,794.52,0,0,0,"Piura",3,NA,NA,NA,2
87928,11.2112676056338,20,199,17.75,"PRIMARIA COMPLETA",0,0,0,0,26.05,0,54.26,0,0,0,0,0,2,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",23,35,0,37.8,2,1,765.01,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,13.014041099143,80.31,80.31,0,0,1,"Piura",3,27,0,367,4
87929,7,20,28,4,"SECUNDARIA COMPLETA",0,0,0,0,0,0,17.98,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",23,29,0,37.8,1,1,1106.31,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,13.014041099143,17.98,17.98,0,0,0,"Piura",1,18,0,90,4
87930,24.3181818181818,20,1070,44,"SECUNDARIA COMPLETA",0,0,0,0,0,0,199.08,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",23,27,0,37.8,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,13.014041099143,199.08,199.08,0,0,0,"Piura",1,18,0,90,4
87931,6.16666666666667,20,74,12,NA,0,0,0,0,0,0,54.26,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",23,19,0,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,54.26,54.26,0,0,0,"Piura",2,39,1,1880,4
